{'position': {'x': 3355.487305, 'y': 139.992676, 'z': -2991.549316}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3913.207031, 'y': 144.997864, 'z': -3224.936279}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4090.980469, 'y': 136.651031, 'z': -3068.42749}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3785.335693, 'y': 161.935867, 'z': -2806.871338}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3955.205811, 'y': 100.318336, 'z': -2698.195801}, 'level_range': {'x': 22.0, 'y': 24.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3811.876709, 'y': 101.237274, 'z': -2653.19873}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3359.763916, 'y': 150.025497, 'z': -2854.0625}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3547.291016, 'y': 150.814072, 'z': -3302.181152}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3961.207031, 'y': 150.134064, 'z': -3286.796143}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3486.195068, 'y': 172.630554, 'z': -2861.80249}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3448.197754, 'y': 149.97908, 'z': -3170.488525}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3784.855469, 'y': 163.859039, 'z': -2894.912354}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3876.365723, 'y': 150.286438, 'z': -3015.48584}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3635.53418, 'y': 150.003052, 'z': -3428.149414}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3243.72876, 'y': 149.15332, 'z': -2906.274414}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'yuki', 'area_no': 14}
{'position': {'x': 3585.13623, 'y': 147.77124, 'z': -2798.862549}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3578.402832, 'y': 139.185852, 'z': -2846.883545}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3398.855469, 'y': 150.003052, 'z': -3045.235352}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3507.100098, 'y': 150.155655, 'z': -3036.631104}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3743.776855, 'y': 164.164063, 'z': -2993.441895}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3616.723877, 'y': 146.549744, 'z': -3269.677734}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3900.179199, 'y': 149.796539, 'z': -3202.934814}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3860.930664, 'y': 153.723465, 'z': -2883.514648}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3474.148438, 'y': 173.427353, 'z': -2877.179932}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3471.273438, 'y': 140.107727, 'z': -3152.859619}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3850.888184, 'y': 150.003052, 'z': -3212.947266}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3335.895752, 'y': 135.326508, 'z': -2978.151123}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3673.236572, 'y': 150.003052, 'z': -2741.867432}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3469.848877, 'y': 174.483673, 'z': -2889.691406}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3464.807617, 'y': 149.992661, 'z': -3120.554443}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3452.205322, 'y': 150.003052, 'z': -3199.239746}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3172.157227, 'y': 144.997864, 'z': -2949.619385}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3395.723877, 'y': 153.796173, 'z': -2938.041504}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3906.664063, 'y': 148.341293, 'z': -3207.898682}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3557.276123, 'y': 154.602921, 'z': -2944.708008}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3961.250488, 'y': 172.010498, 'z': -2916.699707}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3678.085938, 'y': 150.283188, 'z': -2903.444092}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3276.228271, 'y': 151.998749, 'z': -2733.417725}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3280.157715, 'y': 150.127426, 'z': -2815.437012}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4294.881836, 'y': 111.357361, 'z': -3172.564453}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3742.158691, 'y': 154.72084, 'z': -3313.602539}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3862.420166, 'y': 163.807846, 'z': -2942.332275}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3917.243896, 'y': 150.464188, 'z': -2890.362793}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'shiba_kare', 'area_no': 14}
{'position': {'x': 4249.5, 'y': 112.462708, 'z': -3015.670898}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3577.584717, 'y': 150.003052, 'z': -2961.330811}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3460.593994, 'y': 150.003052, 'z': -3050.511963}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3471.072754, 'y': 149.976349, 'z': -3196.083008}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3696.935547, 'y': 173.774155, 'z': -2967.319092}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3588.599121, 'y': 149.606308, 'z': -2771.361328}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3719.83374, 'y': 150.465302, 'z': -2850.443115}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3324.880859, 'y': 139.992676, 'z': -3001.245605}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3908.073242, 'y': 152.835159, 'z': -3095.29834}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4133.907227, 'y': 144.997894, 'z': -3233.760986}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 4065.806641, 'y': 136.225296, 'z': -2929.776123}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3741.820313, 'y': 126.706711, 'z': -2716.911133}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4002.986084, 'y': 144.997894, 'z': -3270.343506}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3800.278809, 'y': 144.997894, 'z': -3260.89624}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 4361.62207, 'y': 27.0, 'z': -2944.123535}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3358.206299, 'y': 150.033569, 'z': -2863.362793}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3619.101074, 'y': 144.997894, 'z': -3279.299072}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3649.585205, 'y': 150.123871, 'z': -3251.530029}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 14}
{'position': {'x': 3457.781494, 'y': 150.033569, 'z': -2758.514893}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4492.09668, 'y': 95.692116, 'z': -3159.873047}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3332.873047, 'y': 150.158157, 'z': -2743.500244}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3556.868896, 'y': 143.479477, 'z': -2883.816895}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3572.856201, 'y': 147.697647, 'z': -2897.260498}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3596.864502, 'y': 151.368942, 'z': -3411.264893}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3676.405029, 'y': 150.239563, 'z': -2906.12085}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3670.264893, 'y': 186.16951, 'z': -3011.145264}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3550.929932, 'y': 150.003052, 'z': -2764.441895}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3590.206299, 'y': 150.003052, 'z': -3381.015381}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3605.884277, 'y': 178.405121, 'z': -3015.257324}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3205.896729, 'y': 139.992676, 'z': -2954.825439}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3422.222412, 'y': 159.049911, 'z': -2945.59668}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3254.984863, 'y': 150.003052, 'z': -2796.313721}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'town', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3694.500732, 'y': 150.298187, 'z': -3423.656494}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3356.597656, 'y': 150.003052, 'z': -3072.164795}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3461.086914, 'y': 172.715118, 'z': -2908.093506}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3820.358154, 'y': 164.211395, 'z': -3022.728027}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3625.523926, 'y': 142.957901, 'z': -2847.951172}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 4400.456055, 'y': 107.40992, 'z': -3083.706055}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3704.115967, 'y': 150.237946, 'z': -3035.851318}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3925.844971, 'y': 150.003052, 'z': -3187.239502}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3417.260986, 'y': 163.203644, 'z': -2908.389648}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4408.995605, 'y': 115.20414, 'z': -3101.302979}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 14}
{'position': {'x': 3917.799316, 'y': 147.521652, 'z': -2884.256104}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3481.260986, 'y': 150.046494, 'z': -3234.134766}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3210.564209, 'y': 139.992676, 'z': -2971.288818}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4128.600586, 'y': 144.997894, 'z': -3227.550293}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 4020.593018, 'y': 114.997253, 'z': -3019.114746}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3444.894043, 'y': 150.391571, 'z': -3021.12793}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3495.508545, 'y': 130.012817, 'z': -3134.312988}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3222.762939, 'y': 150.407288, 'z': -2860.956787}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'town', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3974.737549, 'y': 124.99617, 'z': -2982.795166}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3552.913818, 'y': 150.033569, 'z': -3004.930664}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3341.010254, 'y': 150.034958, 'z': -2839.537598}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3348.920898, 'y': 150.003052, 'z': -3092.187256}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3615.098389, 'y': 150.003052, 'z': -2733.232422}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3609.958984, 'y': 178.183685, 'z': -3024.070313}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3518.494629, 'y': 175.217346, 'z': -2920.069824}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4206.371582, 'y': 106.033035, 'z': -2970.050049}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3588.337891, 'y': 149.850464, 'z': -2923.581299}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3478.448975, 'y': 149.963913, 'z': -3201.931152}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3422.003174, 'y': 150.444778, 'z': -3033.657715}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3714.829102, 'y': 150.583191, 'z': -2844.178223}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3395.798096, 'y': 149.867905, 'z': -2798.810547}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3579.904053, 'y': 144.997894, 'z': -3331.564697}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3486.969482, 'y': 149.740021, 'z': -3056.531738}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3493.606689, 'y': 151.774384, 'z': -3253.050049}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3308.94165, 'y': 150.73024, 'z': -2728.302002}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3545.465332, 'y': 150.663147, 'z': -3286.223145}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3795.033691, 'y': 161.424332, 'z': -2842.731445}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4420.932617, 'y': 27.0, 'z': -2945.58252}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3287.231934, 'y': 149.974106, 'z': -2900.33374}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3525.973389, 'y': 150.485443, 'z': -2994.237061}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3742.333252, 'y': 158.611206, 'z': -3069.92041}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3161.616699, 'y': 150.542191, 'z': -2917.210449}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4497.26709, 'y': 104.986877, 'z': -3080.12915}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3402.012451, 'y': 154.852631, 'z': -2868.458008}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3276.62085, 'y': 145.142639, 'z': -3015.174561}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3771.561035, 'y': 161.008102, 'z': -2798.687012}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3649.921143, 'y': 150.003052, 'z': -3304.884521}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3520.984863, 'y': 150.003052, 'z': -3316.61792}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3578.411621, 'y': 151.0112, 'z': -3230.67041}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4586.280273, 'y': 27.0, 'z': -3025.732422}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3514.680176, 'y': 150.033569, 'z': -3035.179932}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3711.184082, 'y': 130.012817, 'z': -3364.924805}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3530.271973, 'y': 150.060501, 'z': -3353.615967}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3717.405273, 'y': 151.982101, 'z': -2768.550537}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3690.52417, 'y': 144.997894, 'z': -3250.95874}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3684.794678, 'y': 150.003052, 'z': -3288.426758}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4000.188965, 'y': 159.411957, 'z': -3158.299072}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
