{'position': {'x': 571.127625, 'y': 58.056931, 'z': -4225.402344}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1346.699951, 'y': 49.547482, 'z': -4242.066406}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1466.460083, 'y': 49.230766, 'z': -4128.1875}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1116.693237, 'y': 49.230766, 'z': -3866.914551}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 869.499207, 'y': 49.230766, 'z': -3721.562012}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1088.550537, 'y': 93.629913, 'z': -4587.026367}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1031.391968, 'y': 69.4711, 'z': -3452.699707}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1442.455688, 'y': 49.230766, 'z': -4112.302734}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 2069.330078, 'y': 59.764851, 'z': -3907.022949}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1166.561035, 'y': 49.230766, 'z': -3643.000732}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 955.29425, 'y': 49.230766, 'z': -3637.402832}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 976.641663, 'y': 49.230766, 'z': -3674.297119}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1349.379639, 'y': 49.230766, 'z': -3879.371094}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1543.217407, 'y': 49.230766, 'z': -3901.207764}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1571.880005, 'y': 49.230766, 'z': -3968.614502}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1100.574585, 'y': 145.234756, 'z': -4527.202148}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 780.596191, 'y': 62.442493, 'z': -4272.387207}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 817.695374, 'y': 49.230766, 'z': -3572.54248}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1421.402954, 'y': 49.230766, 'z': -3923.165527}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1082.982178, 'y': 93.638054, 'z': -4569.273438}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1558.642456, 'y': 100.384308, 'z': -3522.09082}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 781.141785, 'y': 66.026985, 'z': -4284.804688}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1650.374756, 'y': 104.064507, 'z': -3565.121826}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1604.901001, 'y': 49.230766, 'z': -3788.674072}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1540.873779, 'y': 49.230766, 'z': -3728.385742}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1804.406982, 'y': 49.230766, 'z': -4073.161621}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1548.528931, 'y': 127.261612, 'z': -4385.999023}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1323.873291, 'y': 49.230766, 'z': -3618.150146}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 968.015747, 'y': 49.68565, 'z': -3994.757324}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1104.913696, 'y': 49.230766, 'z': -4123.647461}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1195.560425, 'y': 49.230766, 'z': -3697.462646}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1628.808105, 'y': 49.230766, 'z': -3819.431885}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1206.275269, 'y': 103.869804, 'z': -4683.679688}, 'level_range': {'x': 54.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1459.386597, 'y': 49.230766, 'z': -3960.788818}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1225.598877, 'y': 64.72493, 'z': -3523.280762}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 930.652344, 'y': 52.015511, 'z': -3987.399658}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1712.424805, 'y': 49.230766, 'z': -4169.398926}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 749.005005, 'y': 49.230766, 'z': -3951.793457}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 603.050781, 'y': 48.804726, 'z': -3507.551758}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1254.93811, 'y': 49.230766, 'z': -3930.181885}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1240.296387, 'y': 49.230766, 'z': -4236.432129}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1770.662964, 'y': 49.230766, 'z': -4039.53833}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 933.236206, 'y': 49.230766, 'z': -3637.656982}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1640.521851, 'y': 103.77655, 'z': -3649.177002}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1228.756226, 'y': 100.286888, 'z': -4583.846191}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1294.532715, 'y': 49.230766, 'z': -4247.439941}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1129.533325, 'y': 49.230766, 'z': -4230.607422}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1217.972412, 'y': 49.230766, 'z': -3803.979248}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1280.889771, 'y': 67.519958, 'z': -4088.011475}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1190.985107, 'y': 49.230766, 'z': -3902.463379}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1870.626953, 'y': 49.230766, 'z': -3901.15918}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 604.149475, 'y': 62.794445, 'z': -3911.94165}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1448.990234, 'y': 49.230766, 'z': -4100.347656}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 869.792236, 'y': 49.230766, 'z': -4168.583496}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1124.45459, 'y': 49.230766, 'z': -4199.244629}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1267.153687, 'y': 49.230766, 'z': -4232.744629}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1784.229004, 'y': 49.230766, 'z': -3952.568604}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1258.88855, 'y': 51.231506, 'z': -4016.013672}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 921.903809, 'y': 49.230766, 'z': -3718.907715}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1758.880371, 'y': 49.230766, 'z': -3975.86792}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1475.558838, 'y': 49.230766, 'z': -3752.245361}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1404.266602, 'y': 105.329018, 'z': -4651.869629}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1904.084473, 'y': 118.892693, 'z': -3643.581787}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1130.450195, 'y': 49.230766, 'z': -3805.838379}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1158.267334, 'y': 101.601219, 'z': -4384.599121}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'tsuchi', 'area_no': 18}
{'position': {'x': 1040.846558, 'y': 49.230766, 'z': -4054.10376}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1618.229614, 'y': 49.356071, 'z': -4105.525879}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1894.191162, 'y': 49.230766, 'z': -3885.713379}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 931.876526, 'y': 49.230766, 'z': -3603.353027}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1298.159058, 'y': 49.230766, 'z': -3689.428223}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 858.485718, 'y': 49.230766, 'z': -3853.543457}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1717.372559, 'y': 103.66201, 'z': -3656.822998}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1479.375366, 'y': 49.230766, 'z': -3816.041992}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1650.05542, 'y': 49.230766, 'z': -4200.946777}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1533.621094, 'y': 136.725525, 'z': -4425.810059}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1122.179932, 'y': 49.230766, 'z': -4037.840576}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1282.270508, 'y': 49.230766, 'z': -4161.864746}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1446.653931, 'y': 49.230766, 'z': -4191.29248}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 804.190308, 'y': 49.230766, 'z': -4194.208984}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1558.759399, 'y': 49.230766, 'z': -3932.436279}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1837.660278, 'y': 50.658424, 'z': -3796.316162}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1269.341919, 'y': 67.599968, 'z': -3507.697754}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1465.852173, 'y': 49.230766, 'z': -3910.051514}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1668.334595, 'y': 49.230766, 'z': -4141.952148}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 536.554871, 'y': 27.0, 'z': -3981.233398}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 18}
{'position': {'x': 955.65155, 'y': 50.086575, 'z': -3990.694336}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1162.936646, 'y': 49.230766, 'z': -4010.664551}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1150.000488, 'y': 49.230766, 'z': -4211.403809}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 883.589661, 'y': 49.812366, 'z': -3630.133057}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 761.305725, 'y': 49.230766, 'z': -3776.666748}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1491.390747, 'y': 49.230766, 'z': -4138.089355}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1263.982788, 'y': 62.42654, 'z': -4097.556152}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1262.850342, 'y': 49.230766, 'z': -3710.279541}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 895.210693, 'y': 49.230766, 'z': -3544.557617}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1925.621948, 'y': 140.020111, 'z': -4057.870605}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1570.676758, 'y': 49.230766, 'z': -3899.813965}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 620.055176, 'y': 36.857628, 'z': -4282.138184}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1050.362549, 'y': 49.230766, 'z': -3698.685303}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1610.164429, 'y': 49.230766, 'z': -3812.006592}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 890.982544, 'y': 49.230766, 'z': -3809.825439}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1178.705444, 'y': 49.230766, 'z': -4213.356445}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1993.022949, 'y': 49.230766, 'z': -3903.372559}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1964.277344, 'y': 147.500458, 'z': -4076.853027}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 607.087585, 'y': 57.870846, 'z': -4067.942383}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1626.121826, 'y': 49.230766, 'z': -4228.110352}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 2044.815308, 'y': 147.607147, 'z': -3656.411377}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 650.617798, 'y': 63.627304, 'z': -3632.153809}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1251.522583, 'y': 61.342216, 'z': -3564.449463}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 687.931274, 'y': 54.528042, 'z': -4032.876709}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1030.784668, 'y': 49.230766, 'z': -3600.095459}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 649.414063, 'y': 27.0, 'z': -4494.666504}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 18}
{'position': {'x': 873.177673, 'y': 49.230766, 'z': -3947.134521}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1025.898315, 'y': 49.230766, 'z': -3691.263184}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 710.352783, 'y': 49.230774, 'z': -3997.082764}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1432.183105, 'y': 27.0, 'z': -4715.868652}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 18}
{'position': {'x': 1278.970947, 'y': 49.230766, 'z': -3826.159668}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1626.48291, 'y': 104.372925, 'z': -3657.869873}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1530.698242, 'y': 98.947701, 'z': -3654.350098}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1063.499878, 'y': 49.230766, 'z': -3908.779541}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1189.034668, 'y': 53.050613, 'z': -3558.133057}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1764.875977, 'y': 49.230766, 'z': -4125.263184}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1883.418823, 'y': 49.230766, 'z': -4063.122559}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1425.500244, 'y': 49.230766, 'z': -4216.184082}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 686.223999, 'y': 68.938255, 'z': -3531.267334}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1308.060791, 'y': 73.578712, 'z': -3527.385254}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1668.020996, 'y': 51.421825, 'z': -4063.086426}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1490.610229, 'y': 210.120331, 'z': -4513.598145}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 18}
{'position': {'x': 1631.310059, 'y': 105.34938, 'z': -3598.406982}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1109.664917, 'y': 97.199577, 'z': -4662.134766}, 'level_range': {'x': 54.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'tsuchi', 'area_no': 18}
{'position': {'x': 1489.664795, 'y': 49.230766, 'z': -3859.436279}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1118.636719, 'y': 27.0, 'z': -4768.437012}, 'level_range': {'x': 54.0, 'y': 56.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 18}
{'position': {'x': 1431.125244, 'y': 49.230766, 'z': -4106.708008}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1254.242188, 'y': 49.230766, 'z': -4179.637695}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1377.99585, 'y': 112.007614, 'z': -4399.644531}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
