{'position': {'x': 975.504028, 'y': 149.5, 'z': -1461.805176}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 554.49707, 'y': 295.216095, 'z': -1149.012085}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 665.803833, 'y': 149.5, 'z': -1452.198975}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 561.472168, 'y': 149.5, 'z': -1418.818726}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 747.799927, 'y': 152.101624, 'z': -1688.563599}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 845.1297, 'y': 149.5, 'z': -1764.397339}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 732.051208, 'y': 230.761414, 'z': -1108.840088}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 938.734375, 'y': 183.936966, 'z': -1314.845093}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 645.050232, 'y': 149.5, 'z': -1632.266968}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 357.486115, 'y': 152.841354, 'z': -1442.913452}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 598.797852, 'y': 149.5, 'z': -1588.461548}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 934.424072, 'y': 149.5, 'z': -1764.082031}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 690.403076, 'y': 149.5, 'z': -1751.163818}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 566.224915, 'y': 289.655121, 'z': -1053.578125}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 951.677002, 'y': 149.5, 'z': -1435.025513}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 838.099304, 'y': 202.377182, 'z': -1248.218506}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 954.613831, 'y': 149.5, 'z': -1549.951538}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 800.474182, 'y': 149.5, 'z': -1678.560791}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 904.623047, 'y': 149.999603, 'z': -1160.045898}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 546.104797, 'y': 149.57579, 'z': -1582.039063}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 660.656311, 'y': 149.5, 'z': -1461.307983}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 559.899658, 'y': 289.832397, 'z': -1077.133057}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 844.633301, 'y': 149.5, 'z': -1744.503906}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 784.27832, 'y': 149.5, 'z': -1443.996338}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 613.820251, 'y': 172.924057, 'z': -1250.181396}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 734.434326, 'y': 154.730896, 'z': -1687.192139}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 909.809814, 'y': 149.5, 'z': -1004.298706}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 618.366638, 'y': 149.5, 'z': -1462.883423}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 819.190491, 'y': 207.798401, 'z': -1197.991455}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 830.069275, 'y': 150.183014, 'z': -1379.707764}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 680.548462, 'y': 149.972534, 'z': -1329.768677}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 692.592529, 'y': 255.664322, 'z': -1052.143066}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 379.350433, 'y': 268.990448, 'z': -1312.85498}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 483.685822, 'y': 166.374893, 'z': -1619.431396}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 608.188232, 'y': 149.5, 'z': -1435.539917}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 990.193115, 'y': 149.5, 'z': -1789.139648}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 246.533478, 'y': 200.639603, 'z': -1404.700562}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 796.191467, 'y': 149.5, 'z': -1682.308228}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 772.408081, 'y': 149.5, 'z': -1656.013062}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 953.675415, 'y': 175.106598, 'z': -1240.608521}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 730.364258, 'y': 153.86702, 'z': -1681.90686}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 412.315125, 'y': 152.841354, 'z': -1459.182251}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 509.118561, 'y': 157.532043, 'z': -1636.398926}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 962.391846, 'y': 149.960129, 'z': -1819.074707}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 661.195374, 'y': 149.5, 'z': -1422.581665}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 904.275208, 'y': 192.499008, 'z': -1233.873291}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 646.035583, 'y': 149.5, 'z': -1263.040283}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'lake', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 891.778687, 'y': 149.5, 'z': -1487.753784}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 665.279663, 'y': 149.972534, 'z': -1238.8125}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 890.631348, 'y': 149.5, 'z': -1790.312622}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 749.137024, 'y': 229.784286, 'z': -1112.325562}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 589.330688, 'y': 150.458374, 'z': -1453.130249}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 826.639954, 'y': 208.921555, 'z': -1179.479736}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 764.758667, 'y': 162.595886, 'z': -1345.054565}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 801.730896, 'y': 149.5, 'z': -1691.186523}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 854.21936, 'y': 149.5, 'z': -1821.15564}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 940.611084, 'y': 184.034042, 'z': -1323.887207}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 726.698914, 'y': 149.5, 'z': -1452.461304}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 993.97406, 'y': 175.090027, 'z': -1325.314087}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 564.706238, 'y': 152.663116, 'z': -1453.762939}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 961.368958, 'y': 149.5, 'z': -1553.054932}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 833.33136, 'y': 149.5, 'z': -1500.604736}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 993.824341, 'y': 149.5, 'z': -1121.943848}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 743.779968, 'y': 152.355835, 'z': -1758.026855}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 571.395386, 'y': 149.5, 'z': -1595.003174}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 977.126404, 'y': 149.5, 'z': -1584.338257}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 899.494934, 'y': 149.5, 'z': -1760.833374}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 493.913818, 'y': 151.235855, 'z': -1536.855103}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 804.489624, 'y': 213.600159, 'z': -1169.726685}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 797.002014, 'y': 149.972534, 'z': -1368.400024}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 832.566956, 'y': 149.672684, 'z': -1800.779297}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 548.671875, 'y': 149.57579, 'z': -1548.855225}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 670.944092, 'y': 149.5, 'z': -1737.084351}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 556.393921, 'y': 209.629654, 'z': -1326.44397}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 738.605957, 'y': 149.972534, 'z': -1340.688721}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 736.867126, 'y': 149.5, 'z': -1803.281128}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 810.346375, 'y': 149.5, 'z': -1825.055298}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 653.626221, 'y': 149.5, 'z': -1751.584717}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 591.617981, 'y': 157.716644, 'z': -1290.283081}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 721.070251, 'y': 163.620163, 'z': -1706.861084}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 941.58136, 'y': 149.5, 'z': -1445.268677}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 885.268127, 'y': 149.5, 'z': -1725.361572}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 486.472809, 'y': 151.835327, 'z': -1570.261841}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 854.229248, 'y': 160.521378, 'z': -1063.628662}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 995.54834, 'y': 149.5, 'z': -1472.320801}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 901.163208, 'y': 149.5, 'z': -1714.724243}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 847.927063, 'y': 149.5, 'z': -1690.118042}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 830.036926, 'y': 149.5, 'z': -1810.156006}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 645.234009, 'y': 149.5, 'z': -1418.405762}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 781.279114, 'y': 227.418747, 'z': -1133.00415}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 888.580017, 'y': 156.464783, 'z': -1112.284668}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 401.329254, 'y': 187.248383, 'z': -1559.42749}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 750.539001, 'y': 149.5, 'z': -1468.977417}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 971.734741, 'y': 149.5, 'z': -1829.501465}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 976.090271, 'y': 175.431305, 'z': -1229.27478}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 879.597351, 'y': 198.655258, 'z': -1291.841431}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 697.57074, 'y': 149.811935, 'z': -1360.424683}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 762.007141, 'y': 149.5, 'z': -1599.499756}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 993.519165, 'y': 149.5, 'z': -1581.871948}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 763.354553, 'y': 154.925827, 'z': -1354.576172}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 990.029541, 'y': 175.38031, 'z': -1336.027466}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 692.984009, 'y': 149.5, 'z': -1464.443481}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 171.230499, 'y': 272.325989, 'z': -1120.628052}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 850.369507, 'y': 150.802185, 'z': -1385.217041}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 867.679016, 'y': 199.799133, 'z': -1248.226685}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 812.416382, 'y': 150.173187, 'z': -1393.740723}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 936.55188, 'y': 153.809082, 'z': -1801.481323}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 765.121521, 'y': 153.907623, 'z': -1707.724121}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 692.277954, 'y': 243.017349, 'z': -1151.438232}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 971.707214, 'y': 149.5, 'z': -1520.993652}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 665.984131, 'y': 149.5, 'z': -1693.889404}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 879.353333, 'y': 149.5, 'z': -1703.480347}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 983.861145, 'y': 149.5, 'z': -1476.660278}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 991.140564, 'y': 149.5, 'z': -1515.901123}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 845.129272, 'y': 206.256088, 'z': -1210.846313}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 699.31366, 'y': 149.5, 'z': -1361.686157}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'lake', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 984.792114, 'y': 149.5, 'z': -1725.851196}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 736.053467, 'y': 149.5, 'z': -1387.060547}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 780.634644, 'y': 156.123535, 'z': -1741.742065}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 880.592712, 'y': 150.087631, 'z': -1024.714111}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 986.835938, 'y': 175.094498, 'z': -1374.950317}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 697.478882, 'y': 152.159119, 'z': -1487.916016}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 812.841431, 'y': 149.5, 'z': -1807.083862}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 769.433716, 'y': 149.5, 'z': -1775.973633}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 678.212952, 'y': 176.821976, 'z': -1496.393311}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 838.522095, 'y': 160.128036, 'z': -1061.133179}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 428.608368, 'y': 154.053787, 'z': -1518.828613}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 543.47052, 'y': 149.910904, 'z': -1607.434326}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 759.916443, 'y': 228.897446, 'z': -1108.206543}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 543.837769, 'y': 164.314072, 'z': -1522.013916}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 315.93399, 'y': 189.7052, 'z': -1460.527954}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 473.929169, 'y': 211.161728, 'z': -1386.880371}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
