{'position': {'x': 645.118103, 'y': 308.577362, 'z': -2312.565186}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 846.792847, 'y': 245.499191, 'z': -1794.913086}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 564.128662, 'y': 345.513367, 'z': -2259.427734}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1243.635742, 'y': 150.806702, 'z': -1899.860107}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1477.36084, 'y': 250.322922, 'z': -2299.926025}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1442.983643, 'y': 252.245804, 'z': -2182.724365}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 938.134888, 'y': 239.21138, 'z': -1960.872559}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1088.968872, 'y': 173.306549, 'z': -1858.792603}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1416.886719, 'y': 251.618225, 'z': -2187.740479}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 622.738159, 'y': 250.173904, 'z': -1896.325562}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1431.323853, 'y': 250.968246, 'z': -2245.11377}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 918.279724, 'y': 218.194946, 'z': -1657.158081}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1750.539551, 'y': 208.840637, 'z': -2780.314941}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 981.203918, 'y': 212.694138, 'z': -2164.421143}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 1053.008545, 'y': 201.360626, 'z': -2425.998779}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 929.764832, 'y': 223.310501, 'z': -1698.592285}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1562.028809, 'y': 250.755112, 'z': -2392.919922}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 887.263855, 'y': 233.224854, 'z': -1744.86084}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1452.559204, 'y': 250.10788, 'z': -2272.078369}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1463.960693, 'y': 150.183243, 'z': -1972.996826}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1703.683716, 'y': 299.609375, 'z': -2430.265381}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1283.607178, 'y': 305.518677, 'z': -2237.623779}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1594.837402, 'y': 151.757339, 'z': -2085.687744}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 981.368225, 'y': 233.008102, 'z': -1436.283936}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 887.311279, 'y': 200.141251, 'z': -2496.149658}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1299.96228, 'y': 162.817352, 'z': -2059.588867}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 969.982788, 'y': 199.359085, 'z': -2108.445313}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1572.274292, 'y': 249.440063, 'z': -2334.356934}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1424.97168, 'y': 150.787582, 'z': -1967.345093}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1023.796143, 'y': 199.463333, 'z': -2051.757324}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1236.321289, 'y': 305.927063, 'z': -2253.782959}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1194.557129, 'y': 259.510925, 'z': -2335.881592}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1041.576538, 'y': 225.660736, 'z': -1558.367432}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1082.007813, 'y': 154.948303, 'z': -2605.457031}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1661.173584, 'y': 249.928741, 'z': -2370.252441}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1237.569702, 'y': 169.774216, 'z': -2050.425537}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 834.399963, 'y': 252.253036, 'z': -2325.338135}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 864.794495, 'y': 238.954468, 'z': -2369.503418}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1387.99939, 'y': 251.481522, 'z': -2413.807861}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1058.79895, 'y': 201.826324, 'z': -2457.985352}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1605.58313, 'y': 250.736435, 'z': -2332.525879}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1391.081543, 'y': 250.135712, 'z': -2262.598145}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 987.996399, 'y': 225.767487, 'z': -1636.896362}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 689.787415, 'y': 290.713379, 'z': -2042.243042}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1281.442627, 'y': 193.152466, 'z': -2660.354492}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1195.60498, 'y': 242.719482, 'z': -2388.794189}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 1513.066528, 'y': 250.917374, 'z': -2325.575928}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1083.608887, 'y': 201.870026, 'z': -2551.800781}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 912.907104, 'y': 219.103012, 'z': -2460.269287}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1761.248657, 'y': 250.64537, 'z': -2718.977295}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 807.542419, 'y': 250.23111, 'z': -2003.90979}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1268.693848, 'y': 198.575729, 'z': -2587.556641}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1135.586792, 'y': 167.008575, 'z': -1815.20166}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1341.386353, 'y': 190.78624, 'z': -2671.541504}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1093.943604, 'y': 157.016312, 'z': -1669.723389}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 995.380981, 'y': 200.093704, 'z': -1544.112061}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1747.259644, 'y': 300.56781, 'z': -2521.396484}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 965.237122, 'y': 200.848145, 'z': -1557.865234}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 729.688049, 'y': 245.589935, 'z': -2344.091309}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1556.703247, 'y': 250.093033, 'z': -2381.431641}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1645.366089, 'y': 250.711868, 'z': -2710.153809}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1365.746094, 'y': 154.869202, 'z': -2068.728271}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1019.124207, 'y': 202.295578, 'z': -2167.398926}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1728.282471, 'y': 253.499237, 'z': -2558.309814}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 964.850647, 'y': 165.146652, 'z': -1777.412231}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1044.855347, 'y': 199.527237, 'z': -2035.828735}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1637.915649, 'y': 202.279022, 'z': -3037.011963}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1313.531616, 'y': 200.553528, 'z': -2580.692627}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1202.802979, 'y': 153.840256, 'z': -1797.287476}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 692.889771, 'y': 293.627502, 'z': -2059.618408}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1072.579102, 'y': 200.251007, 'z': -2532.473389}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1082.333252, 'y': 200.457596, 'z': -2501.341309}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1363.25061, 'y': 155.638992, 'z': -2055.525146}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1330.460083, 'y': 200.360519, 'z': -2578.322021}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1304.619019, 'y': 159.501862, 'z': -2042.605835}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 898.977234, 'y': 230.337509, 'z': -1736.328613}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1278.063477, 'y': 200.360138, 'z': -2530.339844}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1671.78479, 'y': 299.090515, 'z': -2445.531494}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1510.449707, 'y': 250.962418, 'z': -2355.5271}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1279.008545, 'y': 162.331314, 'z': -2079.935791}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1056.493896, 'y': 217.828461, 'z': -1827.728394}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1212.170654, 'y': 198.267792, 'z': -2638.323975}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1282.721436, 'y': 161.727386, 'z': -2080.111572}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 932.384705, 'y': 206.610107, 'z': -1582.426636}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1347.92688, 'y': 252.853867, 'z': -2166.514648}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1068.667725, 'y': 191.476379, 'z': -1963.061401}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 964.234314, 'y': 234.88179, 'z': -1948.814941}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1287.683716, 'y': 198.162735, 'z': -2558.730957}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1058.527344, 'y': 157.877075, 'z': -1751.216919}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1195.492188, 'y': 237.169617, 'z': -2452.216553}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1145.536987, 'y': 247.421097, 'z': -2468.728027}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1443.121338, 'y': 251.805252, 'z': -2301.69043}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 572.528198, 'y': 253.143143, 'z': -1966.345337}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1465.829712, 'y': 250.276581, 'z': -2272.287598}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1138.942383, 'y': 167.992172, 'z': -1828.626831}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 863.04126, 'y': 298.176727, 'z': -2154.930176}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 496.294495, 'y': 283.701691, 'z': -2051.615234}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1395.473145, 'y': 251.2659, 'z': -2179.709961}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1720.640381, 'y': 300.494507, 'z': -2469.857422}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1270.812378, 'y': 305.641724, 'z': -2252.062256}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1127.96875, 'y': 148.418152, 'z': -1707.366577}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1495.769897, 'y': 263.02356, 'z': -2371.240723}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1095.271973, 'y': 201.228485, 'z': -2575.925293}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1197.046265, 'y': 157.682388, 'z': -1728.281372}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1737.307129, 'y': 206.639191, 'z': -2817.793213}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 502.762146, 'y': 27.0, 'z': -1858.699829}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 1230.639282, 'y': 237.896652, 'z': -2503.17627}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'ruins', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 528.197388, 'y': 345.513367, 'z': -2258.54248}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 1319.270874, 'y': 200.367294, 'z': -2534.486328}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1450.572998, 'y': 200.150345, 'z': -2714.436523}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 929.084717, 'y': 202.413116, 'z': -1465.388184}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1594.591309, 'y': 195.756287, 'z': -2963.537842}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 939.973755, 'y': 205.330597, 'z': -1576.020142}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1211.19043, 'y': 156.23848, 'z': -1747.544678}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1401.420288, 'y': 200.090805, 'z': -2717.898193}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1228.74707, 'y': 256.413879, 'z': -2352.826172}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1360.64978, 'y': 251.452957, 'z': -2167.854736}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 878.114868, 'y': 251.489227, 'z': -2283.122314}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1032.234009, 'y': 151.651291, 'z': -1409.297974}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1178.530273, 'y': 156.488464, 'z': -1776.791504}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1544.069946, 'y': 251.948135, 'z': -2412.373047}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1423.599365, 'y': 252.038635, 'z': -2164.842285}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 864.245667, 'y': 239.659805, 'z': -2361.67627}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1348.306763, 'y': 296.726135, 'z': -2226.23999}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1298.112305, 'y': 199.971527, 'z': -2588.445068}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1031.286621, 'y': 197.94754, 'z': -2142.474121}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1088.537842, 'y': 160.475586, 'z': -1781.824951}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1169.608765, 'y': 201.32666, 'z': -2602.579346}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
