{'position': {'x': 1000.90564, 'y': 161.346558, 'z': -2831.185791}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1249.466675, 'y': 156.999176, 'z': -2853.942627}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 981.530823, 'y': 150.033569, 'z': -2677.331543}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1318.645264, 'y': 152.022491, 'z': -2865.314209}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 986.47052, 'y': 152.625214, 'z': -2795.747559}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1140.420898, 'y': 153.587158, 'z': -3155.415039}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'ruins', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 799.566406, 'y': 156.243301, 'z': -2748.053223}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 917.261169, 'y': 196.711975, 'z': -2688.287109}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1184.23291, 'y': 168.989594, 'z': -2921.997314}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1090.648682, 'y': 150.033569, 'z': -3047.39502}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1054.157227, 'y': 166.290253, 'z': -2897.40332}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1199.670654, 'y': 168.792206, 'z': -2932.009521}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 706.482239, 'y': 151.207214, 'z': -2899.518311}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 759.726624, 'y': 150.357132, 'z': -2861.915527}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 873.402405, 'y': 155.177765, 'z': -2622.5354}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1337.840698, 'y': 151.455383, 'z': -3017.131348}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 749.08905, 'y': 162.18689, 'z': -2661.600342}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1335.365967, 'y': 152.496414, 'z': -2847.196533}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1217.569214, 'y': 170.574387, 'z': -2797.482422}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1086.431641, 'y': 157.834259, 'z': -2952.911865}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1209.196411, 'y': 163.590668, 'z': -2853.066895}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 789.523987, 'y': 205.624817, 'z': -2798.867188}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1306.815063, 'y': 152.417114, 'z': -2867.422607}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1145.904175, 'y': 152.2686, 'z': -3008.098877}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 695.742249, 'y': 153.898041, 'z': -2952.999756}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1071.973999, 'y': 167.970535, 'z': -2885.681152}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1140.276611, 'y': 151.396988, 'z': -3042.885498}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1052.289673, 'y': 157.606277, 'z': -2659.192139}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1180.644409, 'y': 153.306259, 'z': -3128.137939}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1239.213501, 'y': 159.573471, 'z': -2983.521973}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 862.226318, 'y': 151.366867, 'z': -2808.796631}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 568.259766, 'y': 153.38501, 'z': -2926.346924}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 1094.603271, 'y': 150.005066, 'z': -3032.736328}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 973.172668, 'y': 152.052383, 'z': -2623.832764}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 418.657898, 'y': 153.617905, 'z': -2829.349854}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 10}
{'position': {'x': 1157.866943, 'y': 153.150436, 'z': -2727.486816}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1281.705933, 'y': 156.60437, 'z': -3014.801758}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 433.203705, 'y': 153.756943, 'z': -2809.29248}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1236.159546, 'y': 154.098495, 'z': -2693.101807}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 10}
{'position': {'x': 947.946228, 'y': 162.055054, 'z': -2884.645264}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1042.428223, 'y': 160.141586, 'z': -2921.341797}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1002.797363, 'y': 152.003891, 'z': -2594.637939}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1176.886475, 'y': 167.045563, 'z': -2958.702637}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 510.056458, 'y': 153.464142, 'z': -2836.155029}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1325.720703, 'y': 150.56665, 'z': -2939.98291}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1075.387939, 'y': 168.696671, 'z': -2829.061279}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 834.602112, 'y': 146.257874, 'z': -2944.112793}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1223.122803, 'y': 164.233734, 'z': -2945.73999}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1040.811157, 'y': 150.708176, 'z': -2706.520508}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 749.959167, 'y': 159.435135, 'z': -2743.39209}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 908.924683, 'y': 153.859543, 'z': -2805.475586}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 846.571106, 'y': 151.685013, 'z': -2582.466309}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 977.997864, 'y': 145.251236, 'z': -2956.179199}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1078.088501, 'y': 150.793228, 'z': -2996.756104}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 699.999756, 'y': 152.228577, 'z': -2933.24292}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1278.244507, 'y': 153.85376, 'z': -2850.375488}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1243.240723, 'y': 157.554703, 'z': -3066.116455}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1135.999268, 'y': 158.204559, 'z': -2972.828613}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1015.107117, 'y': 152.487488, 'z': -3159.909424}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 10}
{'position': {'x': 1312.557861, 'y': 150.306458, 'z': -2903.76416}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1247.050659, 'y': 164.186111, 'z': -2817.76001}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 715.481323, 'y': 154.32225, 'z': -2820.256592}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1068.950439, 'y': 150.035141, 'z': -2999.782227}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 771.151733, 'y': 155.32634, 'z': -2622.466064}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1077.359253, 'y': 157.655319, 'z': -2656.85376}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1303.280396, 'y': 154.861176, 'z': -2831.669678}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 664.049927, 'y': 158.857605, 'z': -2836.788818}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1240.833862, 'y': 157.87674, 'z': -2996.490479}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1240.223755, 'y': 160.00589, 'z': -2947.16333}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 833.203979, 'y': 152.896347, 'z': -2832.170898}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 834.790649, 'y': 155.905502, 'z': -2897.833252}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1120.148682, 'y': 152.812164, 'z': -2998.043945}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1095.789795, 'y': 150.033569, 'z': -3041.441895}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1151.275513, 'y': 165.270355, 'z': -2947.031738}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 794.858032, 'y': 157.666672, 'z': -2734.386719}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1305.189697, 'y': 156.846924, 'z': -3132.062744}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 767.040161, 'y': 150.511398, 'z': -2841.567627}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 863.637085, 'y': 131.82428, 'z': -3012.217285}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1141.945068, 'y': 160.983078, 'z': -2886.421387}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1242.307373, 'y': 165.083496, 'z': -2772.987549}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1029.750854, 'y': 154.915512, 'z': -2566.385742}, 'level_range': {'x': 19.0, 'y': 21.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1267.006104, 'y': 153.565933, 'z': -2735.48877}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1008.589539, 'y': 186.693237, 'z': -2733.479736}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1034.176025, 'y': 156.943146, 'z': -2643.744141}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1082.13562, 'y': 150.243088, 'z': -3125.844971}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1031.756226, 'y': 151.083115, 'z': -2951.609375}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1274.121826, 'y': 154.71347, 'z': -3065.899658}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1347.631958, 'y': 156.939621, 'z': -3091.94751}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 615.483154, 'y': 157.160736, 'z': -2875.835449}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 759.667786, 'y': 164.157944, 'z': -2672.394287}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1179.825195, 'y': 169.835083, 'z': -2933.977539}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1119.242554, 'y': 152.407715, 'z': -2696.506104}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1249.756714, 'y': 154.664597, 'z': -3032.353516}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1037.812134, 'y': 198.674835, 'z': -3060.786865}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 902.639709, 'y': 161.179779, 'z': -2576.352539}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1150.356079, 'y': 153.147919, 'z': -2697.475342}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1242.889404, 'y': 159.824234, 'z': -2846.753662}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 931.388977, 'y': 157.606033, 'z': -2565.68457}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1112.143311, 'y': 150.981262, 'z': -3087.583252}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 961.218506, 'y': 210.04718, 'z': -3027.918701}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1335.386108, 'y': 150.077393, 'z': -2916.095947}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 866.303101, 'y': 163.094711, 'z': -2862.93457}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 736.314148, 'y': 154.537537, 'z': -2804.305908}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 847.598572, 'y': 154.857193, 'z': -2623.303467}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1309.403687, 'y': 156.011856, 'z': -2982.354004}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1371.313232, 'y': 150.003052, 'z': -2956.561768}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1103.207031, 'y': 159.061752, 'z': -2786.496826}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 747.234741, 'y': 152.05632, 'z': -2894.223877}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 860.900146, 'y': 156.214783, 'z': -2645.173096}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1349.204224, 'y': 151.329681, 'z': -2886.692871}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 946.871399, 'y': 164.758408, 'z': -2829.753418}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1372.97876, 'y': 149.972534, 'z': -2963.320068}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'riverside', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1112.655884, 'y': 150.953232, 'z': -3083.211426}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1157.052368, 'y': 154.334396, 'z': -3060.28125}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1391.658936, 'y': 151.326767, 'z': -3050.398438}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1252.863892, 'y': 153.222397, 'z': -2723.687988}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1266.339233, 'y': 160.077942, 'z': -2762.857178}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1323.161133, 'y': 150.3349, 'z': -2886.924072}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1226.416382, 'y': 199.973022, 'z': -3088.157715}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1115.654053, 'y': 150.351196, 'z': -3053.672363}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1328.154175, 'y': 152.019653, 'z': -2859.330811}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1009.467041, 'y': 145.146057, 'z': -2982.103027}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1124.466797, 'y': 151.807526, 'z': -2678.748047}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1238.481201, 'y': 164.240234, 'z': -2764.413574}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
